Provider,Measure_ID,Value,Footnote,Start_Date,End_Date
070036,MSPB-1,1.006524,,01012014,12312014
070038,MSPB-1,N/A,1-The number of cases/patients is too few to report,01012014,12312014
070039,MSPB-1,1.010798,,01012014,12312014
070040,MSPB-1,0.927223,,01012014,12312014
080001,MSPB-1,0.989219,,01012014,12312014
080003,MSPB-1,1.072165,,01012014,12312014
080004,MSPB-1,1.009861,,01012014,12312014
080006,MSPB-1,0.994960,,01012014,12312014
080007,MSPB-1,0.969785,,01012014,12312014
080009,MSPB-1,0.967439,,01012014,12312014
090001,MSPB-1,0.994970,,01012014,12312014
090003,MSPB-1,0.933504,,01012014,12312014
090004,MSPB-1,1.020844,,01012014,12312014
090005,MSPB-1,0.952534,,01012014,12312014
090006,MSPB-1,0.983659,,01012014,12312014
090008,MSPB-1,0.997921,,01012014,12312014
090011,MSPB-1,1.003611,,01012014,12312014
100001,MSPB-1,1.014667,,01012014,12312014
100002,MSPB-1,1.095374,,01012014,12312014
100006,MSPB-1,1.008605,,01012014,12312014
100007,MSPB-1,1.035234,,01012014,12312014
100008,MSPB-1,1.010211,,01012014,12312014
100009,MSPB-1,1.044709,,01012014,12312014
100012,MSPB-1,1.015111,,01012014,12312014
100014,MSPB-1,0.970452,,01012014,12312014
100017,MSPB-1,1.058405,,01012014,12312014
100018,MSPB-1,1.004464,,01012014,12312014
100019,MSPB-1,1.048090,,01012014,12312014
100022,MSPB-1,1.008424,,01012014,12312014
100023,MSPB-1,1.050312,,01012014,12312014
100025,MSPB-1,1.019101,,01012014,12312014
100026,MSPB-1,1.060568,,01012014,12312014
100028,MSPB-1,1.011916,,01012014,12312014
100029,MSPB-1,1.139545,,01012014,12312014
100030,MSPB-1,1.036455,,01012014,12312014
100032,MSPB-1,1.094376,,01012014,12312014
100034,MSPB-1,1.045648,,01012014,12312014
100035,MSPB-1,1.091204,,01012014,12312014
100038,MSPB-1,1.057248,,01012014,12312014
100039,MSPB-1,1.005762,,01012014,12312014
100040,MSPB-1,0.999877,,01012014,12312014
100043,MSPB-1,1.130590,,01012014,12312014
100044,MSPB-1,1.050934,,01012014,12312014
100045,MSPB-1,1.023336,,01012014,12312014
100046,MSPB-1,0.958076,,01012014,12312014
100047,MSPB-1,0.996532,,01012014,12312014
100048,MSPB-1,0.858642,,01012014,12312014
100049,MSPB-1,1.012122,,01012014,12312014
100050,MSPB-1,1.078683,,01012014,12312014
100051,MSPB-1,0.958758,,01012014,12312014
100052,MSPB-1,1.073992,,01012014,12312014
100053,MSPB-1,1.092506,,01012014,12312014
100054,MSPB-1,0.964972,,01012014,12312014
100055,MSPB-1,1.050445,,01012014,12312014
100057,MSPB-1,0.980915,,01012014,12312014
100062,MSPB-1,1.023247,,01012014,12312014
100063,MSPB-1,1.128020,,01012014,12312014
100067,MSPB-1,1.039862,,01012014,12312014
100068,MSPB-1,0.999388,,01012014,12312014
100069,MSPB-1,1.024245,,01012014,12312014
100070,MSPB-1,1.021312,,01012014,12312014
100071,MSPB-1,1.066145,,01012014,12312014
100072,MSPB-1,1.046672,,01012014,12312014
100073,MSPB-1,1.058107,,01012014,12312014
100075,MSPB-1,1.055957,,01012014,12312014
100077,MSPB-1,1.009669,,01012014,12312014
100080,MSPB-1,1.042092,,01012014,12312014
100081,MSPB-1,1.019380,,01012014,12312014
100084,MSPB-1,1.005510,,01012014,12312014
100086,MSPB-1,1.058403,,01012014,12312014
100087,MSPB-1,1.057770,,01012014,12312014
100088,MSPB-1,1.072686,,01012014,12312014
100090,MSPB-1,1.013233,,01012014,12312014
100092,MSPB-1,1.011962,,01012014,12312014
100093,MSPB-1,1.012452,,01012014,12312014
100099,MSPB-1,1.030025,,01012014,12312014
100102,MSPB-1,1.021227,,01012014,12312014
100105,MSPB-1,1.039375,,01012014,12312014
100106,MSPB-1,0.972530,,01012014,12312014
100107,MSPB-1,1.027177,,01012014,12312014
100109,MSPB-1,1.042236,,01012014,12312014
100110,MSPB-1,1.018800,,01012014,12312014
100113,MSPB-1,1.013706,,01012014,12312014
100117,MSPB-1,1.060314,,01012014,12312014
100118,MSPB-1,1.001232,,01012014,12312014
100121,MSPB-1,1.023523,,01012014,12312014
100122,MSPB-1,1.021374,,01012014,12312014
100124,MSPB-1,0.959528,,01012014,12312014
100125,MSPB-1,1.060509,,01012014,12312014
100126,MSPB-1,1.178977,,01012014,12312014
100127,MSPB-1,1.068015,,01012014,12312014
100128,MSPB-1,0.988968,,01012014,12312014
100130,MSPB-1,0.881371,,01012014,12312014
100131,MSPB-1,1.047317,,01012014,12312014
100132,MSPB-1,1.058524,,01012014,12312014
100134,MSPB-1,1.076980,,01012014,12312014
100135,MSPB-1,1.033931,,01012014,12312014
100137,MSPB-1,1.012397,,01012014,12312014
100140,MSPB-1,0.963715,,01012014,12312014
100142,MSPB-1,1.003714,,01012014,12312014
100150,MSPB-1,0.906095,,01012014,12312014
100151,MSPB-1,0.954841,,01012014,12312014
100154,MSPB-1,1.011711,,01012014,12312014
100156,MSPB-1,1.047784,,01012014,12312014
100157,MSPB-1,1.001726,,01012014,12312014
100161,MSPB-1,1.019949,,01012014,12312014
100166,MSPB-1,1.086613,,01012014,12312014
100167,MSPB-1,1.052083,,01012014,12312014
100168,MSPB-1,1.030948,,01012014,12312014
100173,MSPB-1,1.106524,,01012014,12312014
100175,MSPB-1,0.983773,,01012014,12312014
100176,MSPB-1,1.046694,,01012014,12312014
100177,MSPB-1,0.974209,,01012014,12312014
100179,MSPB-1,1.095522,,01012014,12312014
100180,MSPB-1,1.098766,,01012014,12312014
100181,MSPB-1,1.069735,,01012014,12312014
100183,MSPB-1,1.088876,,01012014,12312014
100187,MSPB-1,1.117414,,01012014,12312014
100189,MSPB-1,1.058196,,01012014,12312014
100191,MSPB-1,1.045953,,01012014,12312014
100200,MSPB-1,1.042131,,01012014,12312014
100204,MSPB-1,1.009072,,01012014,12312014
100206,MSPB-1,1.079941,,01012014,12312014
100209,MSPB-1,1.003545,,01012014,12312014
100211,MSPB-1,0.990083,,01012014,12312014
100212,MSPB-1,1.023906,,01012014,12312014
100213,MSPB-1,1.060844,,01012014,12312014
100217,MSPB-1,0.981568,,01012014,12312014
100220,MSPB-1,1.027899,,01012014,12312014
100223,MSPB-1,0.991394,,01012014,12312014
100224,MSPB-1,1.121922,,01012014,12312014
100226,MSPB-1,1.090160,,01012014,12312014
100228,MSPB-1,1.068011,,01012014,12312014
100230,MSPB-1,0.992597,,01012014,12312014
100231,MSPB-1,1.003831,,01012014,12312014
100232,MSPB-1,1.058268,,01012014,12312014
100234,MSPB-1,1.080169,,01012014,12312014
100236,MSPB-1,1.043423,,01012014,12312014
100238,MSPB-1,1.087195,,01012014,12312014
100240,MSPB-1,N/A,1-The number of cases/patients is too few to report,01012014,12312014
100242,MSPB-1,1.064877,,01012014,12312014
100243,MSPB-1,0.996808,,01012014,12312014
100244,MSPB-1,1.013343,,01012014,12312014
100246,MSPB-1,1.066121,,01012014,12312014
100248,MSPB-1,1.114828,,01012014,12312014
100249,MSPB-1,1.064627,,01012014,12312014
100252,MSPB-1,0.958135,,01012014,12312014
100253,MSPB-1,1.004383,,01012014,12312014
100254,MSPB-1,1.044851,,01012014,12312014
100255,MSPB-1,1.071358,,01012014,12312014
100256,MSPB-1,1.000874,,01012014,12312014
100258,MSPB-1,1.094208,,01012014,12312014
100259,MSPB-1,1.033026,,01012014,12312014
100260,MSPB-1,1.044548,,01012014,12312014
100264,MSPB-1,1.019796,,01012014,12312014
100265,MSPB-1,1.099470,,01012014,12312014
100266,MSPB-1,0.988920,,01012014,12312014
100267,MSPB-1,0.958277,,01012014,12312014
100268,MSPB-1,1.139116,,01012014,12312014
100269,MSPB-1,1.018773,,01012014,12312014
100275,MSPB-1,1.087311,,01012014,12312014
100276,MSPB-1,1.059870,,01012014,12312014
100277,MSPB-1,0.849529,,01012014,12312014
100281,MSPB-1,1.045308,,01012014,12312014
100284,MSPB-1,1.101127,,01012014,12312014
100285,MSPB-1,1.019849,,01012014,12312014
100286,MSPB-1,0.986021,,01012014,12312014
100287,MSPB-1,1.058390,,01012014,12312014
100288,MSPB-1,1.118992,,01012014,12312014
100289,MSPB-1,0.978353,,01012014,12312014
100290,MSPB-1,1.008635,,01012014,12312014
100291,MSPB-1,1.040108,,01012014,12312014
100292,MSPB-1,0.977380,,01012014,12312014
100296,MSPB-1,1.090904,,01012014,12312014
100299,MSPB-1,1.066879,,01012014,12312014
100302,MSPB-1,1.018291,,01012014,12312014
100307,MSPB-1,0.994543,,01012014,12312014
100313,MSPB-1,0.942444,,01012014,12312014
100314,MSPB-1,0.928326,,01012014,12312014
100315,MSPB-1,0.965988,,01012014,12312014
100316,MSPB-1,1.069545,,01012014,12312014
100319,MSPB-1,0.984469,,01012014,12312014
100320,MSPB-1,0.918816,,01012014,12312014
100321,MSPB-1,1.017385,,01012014,12312014
100322,MSPB-1,0.989510,,01012014,12312014
110001,MSPB-1,0.902083,,01012014,12312014
110002,MSPB-1,0.993276,,01012014,12312014
110003,MSPB-1,0.978039,,01012014,12312014
110004,MSPB-1,0.948181,,01012014,12312014
110005,MSPB-1,0.989788,,01012014,12312014
110006,MSPB-1,0.985614,,01012014,12312014
110007,MSPB-1,0.987439,,01012014,12312014
110008,MSPB-1,0.982809,,01012014,12312014
110010,MSPB-1,0.967702,,01012014,12312014
110011,MSPB-1,1.015171,,01012014,12312014
110015,MSPB-1,0.904215,,01012014,12312014
110016,MSPB-1,0.920458,,01012014,12312014
110018,MSPB-1,0.977479,,01012014,12312014
110023,MSPB-1,0.944412,,01012014,12312014
110024,MSPB-1,1.012752,,01012014,12312014
110025,MSPB-1,0.940825,,01012014,12312014
110026,MSPB-1,0.882607,,01012014,12312014
110027,MSPB-1,0.991598,,01012014,12312014
110028,MSPB-1,1.001430,,01012014,12312014
110029,MSPB-1,0.901624,,01012014,12312014
110030,MSPB-1,0.966191,,01012014,12312014
110031,MSPB-1,0.997769,,01012014,12312014
110032,MSPB-1,0.968878,,01012014,12312014
110034,MSPB-1,0.986265,,01012014,12312014
110035,MSPB-1,0.985811,,01012014,12312014
110036,MSPB-1,0.972684,,01012014,12312014
110038,MSPB-1,0.998478,,01012014,12312014
110039,MSPB-1,0.969678,,01012014,12312014
110040,MSPB-1,0.874687,,01012014,12312014
110041,MSPB-1,0.928199,,01012014,12312014
110042,MSPB-1,0.874127,,01012014,12312014
110043,MSPB-1,0.967399,,01012014,12312014
110044,MSPB-1,0.871433,,01012014,12312014
110045,MSPB-1,0.884005,,01012014,12312014
110046,MSPB-1,0.966238,,01012014,12312014
110050,MSPB-1,0.832701,,01012014,12312014
110051,MSPB-1,0.901450,,01012014,12312014
110054,MSPB-1,1.042777,,01012014,12312014
110064,MSPB-1,1.011817,,01012014,12312014
110069,MSPB-1,0.958387,,01012014,12312014
110071,MSPB-1,0.809120,,01012014,12312014
110073,MSPB-1,0.922182,,01012014,12312014
110074,MSPB-1,0.936088,,01012014,12312014
110075,MSPB-1,0.972652,,01012014,12312014
110076,MSPB-1,1.013938,,01012014,12312014
110078,MSPB-1,0.966462,,01012014,12312014
110079,MSPB-1,0.966414,,01012014,12312014
110082,MSPB-1,0.960491,,01012014,12312014
110083,MSPB-1,0.964239,,01012014,12312014
110086,MSPB-1,0.853561,,01012014,12312014
110087,MSPB-1,0.970703,,01012014,12312014
110089,MSPB-1,0.879617,,01012014,12312014
110091,MSPB-1,1.018903,,01012014,12312014
110092,MSPB-1,0.870641,,01012014,12312014
110095,MSPB-1,0.889857,,01012014,12312014
110100,MSPB-1,0.795711,,01012014,12312014
110101,MSPB-1,0.855243,,01012014,12312014
110104,MSPB-1,0.816655,,01012014,12312014
110105,MSPB-1,0.945544,,01012014,12312014
110107,MSPB-1,1.012709,,01012014,12312014
110109,MSPB-1,0.893513,,01012014,12312014
110111,MSPB-1,0.926964,,01012014,12312014
110113,MSPB-1,0.821084,,01012014,12312014
110115,MSPB-1,1.051339,,01012014,12312014
110121,MSPB-1,0.843895,,01012014,12312014
110122,MSPB-1,0.955350,,01012014,12312014
110124,MSPB-1,0.969760,,01012014,12312014
110125,MSPB-1,0.927727,,01012014,12312014
110128,MSPB-1,0.948661,,01012014,12312014
110129,MSPB-1,0.998174,,01012014,12312014
110130,MSPB-1,0.906280,,01012014,12312014
110132,MSPB-1,0.899195,,01012014,12312014
110135,MSPB-1,1.005866,,01012014,12312014
110142,MSPB-1,0.854486,,01012014,12312014
110143,MSPB-1,0.995658,,01012014,12312014
110146,MSPB-1,0.885732,,01012014,12312014
110150,MSPB-1,0.884801,,01012014,12312014
110153,MSPB-1,0.967634,,01012014,12312014
110161,MSPB-1,1.000049,,01012014,12312014
110164,MSPB-1,0.990880,,01012014,12312014
110165,MSPB-1,1.027417,,01012014,12312014
110168,MSPB-1,0.903081,,01012014,12312014
110177,MSPB-1,1.012021,,01012014,12312014
110184,MSPB-1,0.925671,,01012014,12312014
110187,MSPB-1,0.868686,,01012014,12312014
110189,MSPB-1,0.933700,,01012014,12312014
110190,MSPB-1,N/A,1-The number of cases/patients is too few to report,01012014,12312014
110191,MSPB-1,0.995741,,01012014,12312014
110192,MSPB-1,1.032133,,01012014,12312014
110194,MSPB-1,0.754132,,01012014,12312014
110198,MSPB-1,1.030492,,01012014,12312014
110200,MSPB-1,0.989037,,01012014,12312014
110201,MSPB-1,0.993661,,01012014,12312014
110205,MSPB-1,0.884901,,01012014,12312014
110209,MSPB-1,1.321491,,01012014,12312014
110215,MSPB-1,0.950527,,01012014,12312014
110225,MSPB-1,0.912766,,01012014,12312014
110226,MSPB-1,0.967079,,01012014,12312014
110229,MSPB-1,0.943060,,01012014,12312014
110230,MSPB-1,0.918357,,01012014,12312014
110233,MSPB-1,1.165880,,01012014,12312014
110234,MSPB-1,0.786722,,01012014,12312014
120001,MSPB-1,0.915369,,01012014,12312014
120002,MSPB-1,0.899791,,01012014,12312014
120004,MSPB-1,0.873281,,01012014,12312014
120005,MSPB-1,0.908980,,01012014,12312014
120006,MSPB-1,0.833740,,01012014,12312014
120007,MSPB-1,0.933136,,01012014,12312014
120011,MSPB-1,0.819910,,01012014,12312014
120014,MSPB-1,0.842976,,01012014,12312014
120019,MSPB-1,0.855140,,01012014,12312014
120022,MSPB-1,0.918533,,01012014,12312014
120026,MSPB-1,0.923981,,01012014,12312014
120028,MSPB-1,0.813953,,01012014,12312014
130002,MSPB-1,0.975239,,01012014,12312014
130003,MSPB-1,0.954827,,01012014,12312014
130006,MSPB-1,0.939218,,01012014,12312014
130007,MSPB-1,0.957786,,01012014,12312014
130013,MSPB-1,0.931672,,01012014,12312014
130014,MSPB-1,0.941493,,01012014,12312014
130018,MSPB-1,1.002441,,01012014,12312014
130025,MSPB-1,0.974270,,01012014,12312014
130028,MSPB-1,0.953864,,01012014,12312014
130049,MSPB-1,1.005816,,01012014,12312014
130063,MSPB-1,0.818368,,01012014,12312014
130065,MSPB-1,0.900558,,01012014,12312014
130066,MSPB-1,0.855846,,01012014,12312014
130067,MSPB-1,N/A,1-The number of cases/patients is too few to report,01012014,12312014
140001,MSPB-1,0.950509,,01012014,12312014
140002,MSPB-1,0.899010,,01012014,12312014
140007,MSPB-1,1.067364,,01012014,12312014
140008,MSPB-1,1.026479,,01012014,12312014
140010,MSPB-1,1.037161,,01012014,12312014
140011,MSPB-1,0.985387,,01012014,12312014
140012,MSPB-1,0.903712,,01012014,12312014
140013,MSPB-1,0.951493,,01012014,12312014
140015,MSPB-1,0.956153,,01012014,12312014
140018,MSPB-1,0.971974,,01012014,12312014
140019,MSPB-1,1.067881,,01012014,12312014
140026,MSPB-1,0.980726,,01012014,12312014
140029,MSPB-1,1.029507,,01012014,12312014
140030,MSPB-1,1.076350,,01012014,12312014
140032,MSPB-1,0.928955,,01012014,12312014
140033,MSPB-1,0.793777,,01012014,12312014
140034,MSPB-1,0.902772,,01012014,12312014
140040,MSPB-1,1.031284,,01012014,12312014
140043,MSPB-1,0.931243,,01012014,12312014
140046,MSPB-1,1.003923,,01012014,12312014
140048,MSPB-1,1.056716,,01012014,12312014
140049,MSPB-1,0.993467,,01012014,12312014
140052,MSPB-1,0.944631,,01012014,12312014
140053,MSPB-1,0.988629,,01012014,12312014
140054,MSPB-1,1.045713,,01012014,12312014
140058,MSPB-1,0.962495,,01012014,12312014
140059,MSPB-1,1.040763,,01012014,12312014
140062,MSPB-1,1.000138,,01012014,12312014
140063,MSPB-1,0.996976,,01012014,12312014
140064,MSPB-1,1.000157,,01012014,12312014
140065,MSPB-1,1.100702,,01012014,12312014
140067,MSPB-1,0.972800,,01012014,12312014
140068,MSPB-1,0.981412,,01012014,12312014
140077,MSPB-1,0.912139,,01012014,12312014
140080,MSPB-1,1.084223,,01012014,12312014
140082,MSPB-1,1.135370,,01012014,12312014
140083,MSPB-1,1.077645,,01012014,12312014
140084,MSPB-1,1.025569,,01012014,12312014
140088,MSPB-1,1.047495,,01012014,12312014
140089,MSPB-1,0.917765,,01012014,12312014
140091,MSPB-1,0.977580,,01012014,12312014
140093,MSPB-1,0.992637,,01012014,12312014
140095,MSPB-1,0.964313,,01012014,12312014
140100,MSPB-1,1.090567,,01012014,12312014
140101,MSPB-1,0.967593,,01012014,12312014
140103,MSPB-1,1.072727,,01012014,12312014
140110,MSPB-1,1.019606,,01012014,12312014
140113,MSPB-1,0.972820,,01012014,12312014
140114,MSPB-1,1.017428,,01012014,12312014
140115,MSPB-1,1.072525,,01012014,12312014
140116,MSPB-1,1.015416,,01012014,12312014
140117,MSPB-1,1.142928,,01012014,12312014
140118,MSPB-1,1.003698,,01012014,12312014
140119,MSPB-1,0.984802,,01012014,12312014
140120,MSPB-1,1.028833,,01012014,12312014
140122,MSPB-1,1.072145,,01012014,12312014
140124,MSPB-1,0.911592,,01012014,12312014
140125,MSPB-1,1.001530,,01012014,12312014
140127,MSPB-1,0.929359,,01012014,12312014
140130,MSPB-1,0.990888,,01012014,12312014
140133,MSPB-1,1.118039,,01012014,12312014
140135,MSPB-1,0.961353,,01012014,12312014
140137,MSPB-1,0.914877,,01012014,12312014
140143,MSPB-1,1.045075,,01012014,12312014
140145,MSPB-1,0.913143,,01012014,12312014
140147,MSPB-1,1.010677,,01012014,12312014
140148,MSPB-1,0.986500,,01012014,12312014
140150,MSPB-1,1.027670,,01012014,12312014
140155,MSPB-1,0.985459,,01012014,12312014
140158,MSPB-1,0.998995,,01012014,12312014
140160,MSPB-1,0.934930,,01012014,12312014
140161,MSPB-1,0.853226,,01012014,12312014
140162,MSPB-1,0.951431,,01012014,12312014
140164,MSPB-1,0.990749,,01012014,12312014
140166,MSPB-1,0.951118,,01012014,12312014
140167,MSPB-1,0.915540,,01012014,12312014
140172,MSPB-1,1.020963,,01012014,12312014
140174,MSPB-1,0.982942,,01012014,12312014
140176,MSPB-1,1.010592,,01012014,12312014
140177,MSPB-1,1.045619,,01012014,12312014
140179,MSPB-1,1.017355,,01012014,12312014
140180,MSPB-1,1.010138,,01012014,12312014
140181,MSPB-1,1.057325,,01012014,12312014
140182,MSPB-1,1.055030,,01012014,12312014
140184,MSPB-1,0.964452,,01012014,12312014
140185,MSPB-1,0.919205,,01012014,12312014
140186,MSPB-1,1.016412,,01012014,12312014
140187,MSPB-1,0.938855,,01012014,12312014
140189,MSPB-1,0.941928,,01012014,12312014
140191,MSPB-1,1.030471,,01012014,12312014
140197,MSPB-1,0.978114,,01012014,12312014
140200,MSPB-1,1.072764,,01012014,12312014
140202,MSPB-1,1.037511,,01012014,12312014
140206,MSPB-1,1.006714,,01012014,12312014
140208,MSPB-1,1.046870,,01012014,12312014
140209,MSPB-1,1.022899,,01012014,12312014
140210,MSPB-1,0.867381,,01012014,12312014
140211,MSPB-1,1.058504,,01012014,12312014
140213,MSPB-1,1.038144,,01012014,12312014
140217,MSPB-1,1.076183,,01012014,12312014
140223,MSPB-1,1.057282,,01012014,12312014
140224,MSPB-1,1.022454,,01012014,12312014
140228,MSPB-1,0.996008,,01012014,12312014
140231,MSPB-1,1.049839,,01012014,12312014
140233,MSPB-1,1.035536,,01012014,12312014
140234,MSPB-1,0.945406,,01012014,12312014
140239,MSPB-1,1.006959,,01012014,12312014
140240,MSPB-1,1.053290,,01012014,12312014
140242,MSPB-1,1.021843,,01012014,12312014
140250,MSPB-1,0.987737,,01012014,12312014
140251,MSPB-1,1.097349,,01012014,12312014
140252,MSPB-1,1.081664,,01012014,12312014
140258,MSPB-1,1.077268,,01012014,12312014
140275,MSPB-1,0.950995,,01012014,12312014
140276,MSPB-1,1.003146,,01012014,12312014
140280,MSPB-1,0.975443,,01012014,12312014
140281,MSPB-1,0.992397,,01012014,12312014
140286,MSPB-1,0.999229,,01012014,12312014
140288,MSPB-1,1.072790,,01012014,12312014
140289,MSPB-1,0.982331,,01012014,12312014
140290,MSPB-1,1.117899,,01012014,12312014
140291,MSPB-1,1.019498,,01012014,12312014
140292,MSPB-1,1.087734,,01012014,12312014
140294,MSPB-1,0.951309,,01012014,12312014
140300,MSPB-1,0.724937,,01012014,12312014
140304,MSPB-1,1.040791,,01012014,12312014
150001,MSPB-1,1.052502,,01012014,12312014
150002,MSPB-1,1.077379,,01012014,12312014
150004,MSPB-1,1.041756,,01012014,12312014
150005,MSPB-1,1.002868,,01012014,12312014
150006,MSPB-1,0.989169,,01012014,12312014
150007,MSPB-1,1.068493,,01012014,12312014
150008,MSPB-1,1.124612,,01012014,12312014
150009,MSPB-1,0.999783,,01012014,12312014
150010,MSPB-1,1.080625,,01012014,12312014
150011,MSPB-1,1.065174,,01012014,12312014
150012,MSPB-1,1.009969,,01012014,12312014
150015,MSPB-1,0.999976,,01012014,12312014
150017,MSPB-1,1.023473,,01012014,12312014
150018,MSPB-1,0.981371,,01012014,12312014
150021,MSPB-1,1.017564,,01012014,12312014
150022,MSPB-1,0.950939,,01012014,12312014
150023,MSPB-1,1.024729,,01012014,12312014
150024,MSPB-1,0.957809,,01012014,12312014
150026,MSPB-1,0.987097,,01012014,12312014
150030,MSPB-1,0.961155,,01012014,12312014
150034,MSPB-1,1.003784,,01012014,12312014
150035,MSPB-1,1.013583,,01012014,12312014
150037,MSPB-1,1.044674,,01012014,12312014
150038,MSPB-1,0.976775,,01012014,12312014
150042,MSPB-1,1.064689,,01012014,12312014
150044,MSPB-1,1.013767,,01012014,12312014
150045,MSPB-1,1.045504,,01012014,12312014
150046,MSPB-1,1.052690,,01012014,12312014
150047,MSPB-1,1.000655,,01012014,12312014
150048,MSPB-1,1.000111,,01012014,12312014
150051,MSPB-1,1.019521,,01012014,12312014
150056,MSPB-1,1.028780,,01012014,12312014
150057,MSPB-1,0.935361,,01012014,12312014
150058,MSPB-1,0.977778,,01012014,12312014
150059,MSPB-1,0.977500,,01012014,12312014
150061,MSPB-1,1.191506,,01012014,12312014
150064,MSPB-1,1.010000,,01012014,12312014
150065,MSPB-1,0.928871,,01012014,12312014
150069,MSPB-1,0.968082,,01012014,12312014
150072,MSPB-1,1.032427,,01012014,12312014
150074,MSPB-1,1.017186,,01012014,12312014
150075,MSPB-1,0.921394,,01012014,12312014
150076,MSPB-1,0.982502,,01012014,12312014
150082,MSPB-1,1.035922,,01012014,12312014
150084,MSPB-1,1.047288,,01012014,12312014
150086,MSPB-1,0.943803,,01012014,12312014
150088,MSPB-1,1.060086,,01012014,12312014
150089,MSPB-1,1.011239,,01012014,12312014
150090,MSPB-1,1.046320,,01012014,12312014
150091,MSPB-1,0.915609,,01012014,12312014
150097,MSPB-1,0.982830,,01012014,12312014
150100,MSPB-1,1.004188,,01012014,12312014
150101,MSPB-1,0.907074,,01012014,12312014
150102,MSPB-1,1.015213,,01012014,12312014
150104,MSPB-1,0.989168,,01012014,12312014
150109,MSPB-1,1.011818,,01012014,12312014
150112,MSPB-1,0.972050,,01012014,12312014
150113,MSPB-1,0.967886,,01012014,12312014
150115,MSPB-1,0.957130,,01012014,12312014
150125,MSPB-1,1.072862,,01012014,12312014
150126,MSPB-1,1.019174,,01012014,12312014
150128,MSPB-1,1.011352,,01012014,12312014
150129,MSPB-1,0.953641,,01012014,12312014
150133,MSPB-1,1.035593,,01012014,12312014
150146,MSPB-1,0.967707,,01012014,12312014
150149,MSPB-1,N/A,1-The number of cases/patients is too few to report,01012014,12312014
150150,MSPB-1,0.963631,,01012014,12312014
150153,MSPB-1,0.996860,,01012014,12312014
150157,MSPB-1,0.943341,,01012014,12312014
150158,MSPB-1,1.047684,,01012014,12312014
150160,MSPB-1,0.890426,,01012014,12312014
150161,MSPB-1,1.093307,,01012014,12312014
150162,MSPB-1,1.000015,,01012014,12312014
150163,MSPB-1,1.297214,,01012014,12312014
150164,MSPB-1,0.918661,,01012014,12312014
150165,MSPB-1,1.014140,,01012014,12312014
150166,MSPB-1,0.990016,,01012014,12312014
150167,MSPB-1,0.965108,,01012014,12312014
150168,MSPB-1,0.945274,,01012014,12312014
150169,MSPB-1,1.063141,,01012014,12312014
150172,MSPB-1,0.886601,,01012014,12312014
150173,MSPB-1,1.029987,,01012014,12312014
150175,MSPB-1,0.981846,,01012014,12312014
150176,MSPB-1,1.025078,,01012014,12312014
150177,MSPB-1,1.551216,,01012014,12312014
150179,MSPB-1,0.801157,,01012014,12312014
150181,MSPB-1,0.897060,,01012014,12312014
150182,MSPB-1,0.869615,,01012014,12312014
160001,MSPB-1,0.835290,,01012014,12312014
160005,MSPB-1,0.906822,,01012014,12312014
160008,MSPB-1,0.925097,,01012014,12312014
160013,MSPB-1,0.879852,,01012014,12312014
160016,MSPB-1,0.921461,,01012014,12312014
160024,MSPB-1,0.920700,,01012014,12312014
160028,MSPB-1,0.919592,,01012014,12312014
160029,MSPB-1,0.833268,,01012014,12312014
160030,MSPB-1,0.947971,,01012014,12312014
160032,MSPB-1,0.904980,,01012014,12312014
160033,MSPB-1,0.984989,,01012014,12312014
160040,MSPB-1,0.989137,,01012014,12312014
160045,MSPB-1,0.933572,,01012014,12312014
160047,MSPB-1,0.916097,,01012014,12312014
160057,MSPB-1,0.864781,,01012014,12312014
160058,MSPB-1,0.985545,,01012014,12312014
160064,MSPB-1,0.935322,,01012014,12312014
160067,MSPB-1,0.971824,,01012014,12312014
160069,MSPB-1,0.950833,,01012014,12312014
160079,MSPB-1,0.922923,,01012014,12312014
160080,MSPB-1,0.997495,,01012014,12312014
160082,MSPB-1,0.968213,,01012014,12312014
160083,MSPB-1,0.942982,,01012014,12312014
160089,MSPB-1,0.927982,,01012014,12312014
160101,MSPB-1,0.945413,,01012014,12312014
160104,MSPB-1,0.919071,,01012014,12312014
160110,MSPB-1,0.955510,,01012014,12312014
160112,MSPB-1,0.895824,,01012014,12312014
160117,MSPB-1,0.996001,,01012014,12312014
160122,MSPB-1,0.815527,,01012014,12312014
160124,MSPB-1,0.955868,,01012014,12312014
160146,MSPB-1,0.935196,,01012014,12312014
160147,MSPB-1,0.847148,,01012014,12312014
160153,MSPB-1,0.978501,,01012014,12312014
160157,MSPB-1,N/A,1-The number of cases/patients is too few to report,01012014,12312014
170006,MSPB-1,0.946777,,01012014,12312014
170009,MSPB-1,0.947896,,01012014,12312014
170010,MSPB-1,0.846860,,01012014,12312014
170012,MSPB-1,0.990137,,01012014,12312014
170013,MSPB-1,1.003086,,01012014,12312014
170014,MSPB-1,0.967188,,01012014,12312014
170016,MSPB-1,1.004727,,01012014,12312014
170017,MSPB-1,0.895230,,01012014,12312014
170020,MSPB-1,0.936378,,01012014,12312014
170023,MSPB-1,1.026074,,01012014,12312014
170027,MSPB-1,0.985506,,01012014,12312014
170039,MSPB-1,0.879619,,01012014,12312014
170040,MSPB-1,0.986925,,01012014,12312014
170049,MSPB-1,0.991532,,01012014,12312014
170058,MSPB-1,0.889459,,01012014,12312014
170068,MSPB-1,0.873742,,01012014,12312014
